"pop","A","year","S_obs","n_age3M_obs","n_age4M_obs","n_age5M_obs","n_age6M_obs","n_age7M_obs","n_age8M_obs","n_age4K_obs","n_age5K_obs","n_age6K_obs","n_age7K_obs","n_age8K_obs","n_age9K_obs","n_W_obs","n_H_obs","B_take_obs","fit_p_HOS","F_rate","F_rate_NA"
"Quinault",253,1998,2398,0,73,161,9,0,0,1,8,15,3,0,0,0,0,0,FALSE,0.5193,FALSE
"Quinault",253,1999,1896,5,70,70,14,0,0,1,4,8,2,0,0,0,0,0,FALSE,0.462,FALSE
"Quinault",253,2000,2606,3,109,97,11,0,0,3,6,8,4,0,0,0,0,0,FALSE,0.4596,FALSE
"Quinault",253,2001,2802,4,134,206,7,0,0,2,21,20,4,0,0,0,0,0,FALSE,0.5985,FALSE
"Quinault",253,2002,1773,0,200,144,19,1,0,1,12,24,10,0,0,0,0,0,FALSE,0.614,FALSE
"Quinault",253,2003,2033,3,123,232,36,2,0,1,24,18,5,0,0,0,0,0,FALSE,0.549,FALSE
"Quinault",253,2004,2128,2,316,221,42,3,0,0,18,32,7,0,0,0,0,0,FALSE,0.6201,FALSE
"Quinault",253,2005,3744,1,97,228,27,2,0,1,28,14,3,0,0,0,0,0,FALSE,0.4393,FALSE
"Quinault",253,2006,3379,4,191,203,40,3,0,0,12,26,1,0,0,0,0,0,FALSE,0.4103,FALSE
"Quinault",253,2007,2702,1,69,157,38,0,0,1,11,14,10,0,0,0,0,0,FALSE,0.3863,FALSE
"Quinault",253,2008,3256,0,76,78,17,0,0,0,18,13,0,0,0,0,0,0,FALSE,0.3177,FALSE
"Quinault",253,2009,2148,0,190,90,10,1,0,0,13,20,0,0,0,0,0,0,FALSE,0.4591,FALSE
"Quinault",253,2010,2837,2,186,83,2,0,0,1,37,3,0,0,0,0,0,0,FALSE,0.3754,FALSE
"Quinault",253,2011,3237,3,120,220,27,0,0,0,24,5,0,0,0,0,0,0,FALSE,0.2952,FALSE
"Quinault",253,2012,3124,4,240,303,32,0,0,1,22,7,0,0,0,0,0,0,FALSE,0.563,FALSE
"Quinault",253,2013,2499,2,118,258,34,1,0,0,35,13,1,0,0,0,0,0,FALSE,0.4912,FALSE
"Quinault",253,2014,2196,2,276,277,36,0,0,3,23,14,0,0,0,0,0,0,FALSE,0.4746,FALSE
"Quinault",253,2015,3573,0,202,227,18,0,0,0,27,14,0,0,0,0,0,0,FALSE,0.4443,FALSE
"Quinault",253,2016,2307,1,171,343,36,0,0,0,17,7,0,0,0,0,0,0,FALSE,0.5919,FALSE
"Quinault",253,2017,2756,0,38,158,22,0,0,0,10,3,0,0,0,0,0,0,FALSE,0.3341,FALSE
"Quinault",253,2018,2824,2,150,150,28,0,0,0,10,7,0,0,0,0,0,0,FALSE,0.2814,FALSE
"Quinault",253,2019,2787,1,77,214,28,1,0,0,22,9,0,0,0,0,0,0,FALSE,0.3651,FALSE
"Quinault",253,2020,1365,0,76,98,5,0,0,0,2,2,0,0,0,0,0,0,FALSE,0.3739,FALSE
"Quinault",253,2021,1873,0,6,27,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,0.1544,FALSE
"Quinault",253,2022,2478,2,32,14,1,0,0,0,3,2,0,0,0,0,0,0,FALSE,0.1131,FALSE
